Kode_Prov,PROVINSI,KABUPATEN,KECAMATAN,Kode_Desa,DESA,NAMA_BUMDESA,Tenaga_Kerja
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132008.0,JATI MULYO,BUM DESA MULYO JAYA JATI MULYO,14.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132009.0,FAJAR BARU,BUM DESA MADANI FAJAR BARU,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132010.0,KARANG ANYAR,BUM DESA SEJAHTERA KARANG ANYAR,7.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132011.0,MARGA KAYA,BUM DESA MAJU BERSAMA MARGA KAYA,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132012.0,MARGO LESTARI,BUM DESA LESTARI MARGO LESTARI,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132013.0,SUMBER JAYA,BUM DESA MAJU JAYA MAKMUR SEJAHTERA SUMBER JAYA,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132014.0,SINAR REJEKI,BUM DESA SINAR BAKTI SINAR REJEKI,31.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132015.0,SIDOHARJO,BUM DESA SETIA JAYA SIDOHARJO,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132016.0,REJOMULYO,BUM DESA MITRA MANDIRI SEJAHTERA REJOMULYO,8.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132017.0,PURWOTANI,BUM DESA TANI MANDIRI PURWOTANI,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132018.0,BANJAR AGUNG,BUM DESA AGUNG SEHATI BANJAR AGUNG,
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132019.0,KARANG SARI,BUM DESA SINAR SARI JAYA KARANG SARI,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132020.0,KARANG REJO,BUM DESA REJO LESTARI KARANG REJO,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,1801132021.0,MARGOREJO,BUM DESA SEHATI MARGOREJO,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142001.0,BANGUNREJO,BUM DESA MANDIRI BANGUNREJO,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142002.0,SRIPENDOWO,BUM DESA MITRA ABADI SRIPENDOWO,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142003.0,KARANG SARI,BUM DESA MAJU BERSAMA KARANG SARI,6.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142004.0,KETAPANG,BUM DESA KETAPANG JAYA MAKMUR KETAPANG,
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142005.0,LEGUNDI,BUM DESA LEGUNDI JAYA LEGUNDI,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142006.0,TRI DHARMA YOGA,BUM DESA ANUGRAH JAYA TRI DHARMA YOGA,15.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142007.0,RUGUK,BUM DESA RUGUK JAYA RUGUK,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142008.0,SUMUR,BUM DESA MEKAR MAJU SUMUR,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142009.0,SUMBER NADI,BUM DESA MAJU SEJAHTERA SUMBER NADI,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142010.0,SIDOASIH,BUM DESA BUMI PUTRA SIDOASIH,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142011.0,PEMATANG PASIR,BUM DESA MANDIRI PEMATANG PASIR,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142012.0,BERUNDUNG,BUM DESA SUMBER JAYA BERUNDUNG,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142013.0,TAMAN SARI,BUM DESA MITRA JAYA TAMAN SARI,11.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142014.0,KEMUKUS,BUM DESA KEMUKUS SEJAHTERA KEMUKUS,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142015.0,LEBUNG NALA,BUM DESA MITRA ABADI LEBUNG NALA,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142016.0,SIDOLUHUR,BUM DESA TRI TUNGGAL SIDOLUHUR,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,KETAPANG,1801142017.0,WAI SIDOMUKTI,BUM DESA HARAPAN JAYA WAI SIDO MUKTI,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152001.0,KUALA SEKAMPUNG,BUM DESA MAJU JAYA KUALA SEKAMPUNG,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152002.0,BAKTIRASA,BUM DESA TARUNA BAKTI BAKTIRASA,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152003.0,MANDALA SARI,BUM DESA PUTRA MANDALA MANDALA SARI,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152004.0,SUKAPURA,BUM DESA BAROKAH JAYA SUKAPURA,9.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152005.0,SUMBER AGUNG,BUM DESA WIJAYA KUSUMA SUMBER AGUNG,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152006.0,MARGA JASA,BUM DESA SEKAR JAYA MARGA JASA,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152007.0,SUMBER SARI,BUM DESA SARI ABADI SUMBER SARI,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152008.0,BANDAR AGUNG,BUM DESA JAYA MANDIRI BANDAR AGUNG,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152009.0,KEDAUNG,BUM DESA AMANAH KAMPOENG SATOE KEDAUNG,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,SRAGI,1801152010.0,MARGASARI,BUM DESA SAHABAT MARGASARI,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162001.0,BANDING,BUM DESA BANDING MANDIRI BANDING,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162002.0,BETUNG,BUM DESA MITRA BERSAMA BETUNG,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162003.0,BATU BALAK,BUM DESA MAJU JEJAMA BATU BALAK,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162004.0,CANTI,BUM DESA CANTI MANDIRI CANTI,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162005.0,CANGGUNG,BUM DESA USAHA BERSAMA CANGGUNG,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162006.0,CUGUNG,BUM DESA TUNAS JAYA CUGUNG,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162007.0,HARGO PANCURAN,BUM DESA HARGO MAKMUR HARGO PANCURAN,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162008.0,KERINJING,BUM DESA BUMI LESTARI KERINJING,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162009.0,KUNJIR,BUM DESA SIGER LESTARI KUNJIR,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162010.0,KOTA GURING,BUM DESA MAJU JAYA KOTA GURING,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162011.0,RAJABASA,BUM DESA AL - AMIN HUDA RAJABASA,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJABASA,1801162012.0,SUKARAJA,BUM DESA TUNAS MEKAR SUKARAJA,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162013.0,TANJUNG GADING,BUM DESA TANJUNG GADING PERMAI TANJUNG GADING,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162014.0,TEJANG PULAU SEBESI,BUM DESA MUARA JAYA TEJANG PULAU SEBESI,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162015.0,WAY MULI,BUM DESA BANGKIT BERJAYA WAY MULI,
18.0,LAMPUNG,LAMPUNG SELATAN,RAJA BASA,1801162016.0,WAI MULI TIMUR,BUM DESA KARYA SEJAHTERA WAI MULI TIMUR,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172001.0,BATULIMAN INDAH,BUM DESA KUSUMA INDAH BATULIMAN INDAH,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172002.0,SINAR PALEMBANG,BUM DESA BAROKAH SINAR PALEMBANG,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172003.0,RANTAU MINYAK,BUM DESA MILIK KHAM JEJAMA RANTAU MINYAK,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172004.0,SIDOSARI,BUM DESA KARYA MANDIRI SEJATI SIDOSARI,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172005.0,WAY GELAM,BUM DESA SEPAKAT WAY GELAM,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172006.0,CINTA MULYA,BUM DESA MULYA ABADI CINTA MULYA,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172007.0,BANYUMAS,BUM DESA USAHA MANDIRI BANYUMAS,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172008.0,BERINGIN KENCANA,BUM DESA JATI MULYO BERINGIN KENCANA,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172009.0,SINAR PASEMAH,BUM DESA SINAR HARAPAN JAYA SINAR PASEMAH,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172010.0,RAWA SELAPAN,BUM DESA GUMELAR RAWA SELAPAN,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172011.0,BUMI JAYA,BUM DESA BINA MANDIRI BUMI JAYA,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172012.0,TRIMOMUKTI,BUM DESA MUKTI MANDIRI TRIMOMUKTI,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172013.0,TITIWANGI,BUM DESA TITIAN MANDIRI TITIWANGI,
18.0,LAMPUNG,LAMPUNG SELATAN,CANDIPURO,1801172014.0,KARYA MULYA SARI,BUM DESA KARYA ABADI KARYA MULYA SARI,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182001.0,MERBAU MATARAM,BUM DESA TUNAS MATARAM MERBAU MATARAM,
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182002.0,SUBAN,BUM DESA SUMBER REJEKI SUBAN,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182003.0,TANJUNG BARU,BUM DESA ADIL SEJAHTERA TANJUNG BARU,
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182004.0,BARU RANJI,BUM DESA RANJI SEJAHTERA BARU RANJI,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182005.0,KARANG JAYA,BUM DESA RAJA MANDIRI KARANG RAJA,
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182006.0,TALANG JAWA,BUM DESA RUKUN TANI TALANG JAWA,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182007.0,LEBUNG SARI,BUM DESA LBS MAJU MANDIRI LEBUNG SARI,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182008.0,PUJI RAHAYU,BUM DESA NGUDI RAHAYU PUJI RAHAYU,
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182009.0,BATU AGUNG,BUM DESA MITRA AGUNG BATU AGUNG,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182010.0,TANJUNG HARAPAN,BUM DESA MEKAR TANJUNG TANJUNG HARAPAN,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182011.0,SINAR KARYA,BUM DESA KARYA MAJU SINAR KARYA,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182012.0,TRIHARJO,BUM DESA SENTOSA JAYA TRIHARJO,
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182013.0,PANCA TUNGGAL,BUM DESA LEMBU REJO PANCA TUNGGAL,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182014.0,MEKAR JAYA,BUM DESA SAMUDERA JAYA MEKAR JAYA,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,MERBAU MATARAM,1801182015.0,KARANG JAYA,BUM DESA AMANAH KARANG JAYA,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,BAKAUHENI,1801212001.0,SEMANAK,BUM DESA CENDRAWASIH SEMANAK,
18.0,LAMPUNG,LAMPUNG SELATAN,BAKAUHENI,1801212002.0,TOTO HARJO,BUM DESA TOTOHARJO MANDIRI TOTO HARJO,
18.0,LAMPUNG,LAMPUNG SELATAN,BAKAUHENI,1801212003.0,HATTA,BUM DESA MAJU BERSAMA HATTA,
18.0,LAMPUNG,LAMPUNG SELATAN,BAKAUHENI,1801212004.0,BAKAUHENI,BUM DESA BAKAU MANDIRI BAKAUHENI,
18.0,LAMPUNG,LAMPUNG SELATAN,BAKAUHENI,1801212005.0,KELAWI,BUM DESA KELAWI MANDIRI KELAWI,
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222001.0,BANGUN SARI,BUM DESA MAJU BERSAMA BANGUN SARI,5.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222002.0,PURWODADI DALAM,BUM DESA PURNAMA JAYA PURWODADI DALAM,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222003.0,SIDOMUKTI,BUM DESA MAJU MAKMUR SIDOMUKTI,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222004.0,WAWASAN,BUM DESA WAWASAN SEHATI WAWASAN,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222005.0,MULYOSARI,BUM DESA BERKAH ABADI MULYOSARI,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222006.0,WONODADI,BUM DESA MANUNGGAL WONODADI,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222007.0,KERTOSARI,BUM DESA SARI ARTA KERTOSARI,
18.0,LAMPUNG,LAMPUNG SELATAN,TANJUNG SARI,1801222008.0,MALANGSARI,BUM DESA REJOSARI MALANG SARI,
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232001.0,MEKAR SARI,BUM DESA CAHAYA MEKAR SARI,
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232002.0,SUMBER AGUNG,BUM DESA SUMATERA SUMBER AGUNG,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232003.0,TALANG WAY SULAN,BUM DESA MAJU MANDIRI TALANG WAY SULAN,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232004.0,PAMULIHAN,BUM DESA AJEUG SEJAHTERA PAMULIHAN,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232005.0,PURWODADI,BUM DESA MAJU BERSAMA PURWODADI,1.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232006.0,SUKAMAJU,BUM DESA SUKAMAJU MENUJU SEJAHTERA SUKAMAJU,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232007.0,BANJARSARI,BUM DESA DUA CAHAYA BANJARSARI,2.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY SULAN,1801232008.0,KARANG PUCUNG,BUM DESA KARANG USAHA BERSAMA KARANG PUCUNG,4.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY PANJI,1801242001.0,SIDOHARJO,BUM DESA MUGI RAHAYU SIDOHARJO,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY PANJI,1801242002.0,SIDOMAKMUR,BUM DESA BAKTI SIDOMAKMUR,
18.0,LAMPUNG,LAMPUNG SELATAN,WAY PANJI,1801242003.0,SIDORENO,BUM DESA JAYA MANDIRI SIDORENO,3.0
18.0,LAMPUNG,LAMPUNG SELATAN,WAY PANJI,1801242004.0,BALI NURAGA,BUM DESA DHARMA SARANA BALI NURAGA,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012001.0,SRI WAY LANGSEP,BUM DESA KARYA MANDIRI SRI WAY LANGSEP,
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012002.0,WAY KRUI,BUM DESA KARYA MAJU WAY KRUI,
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012004.0,BALAI REJO,BUM DESA MANDIRI JAYA BALAI REJO,
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012005.0,WATU AGUNG,BUM DESA SURYA AGUNG WATU AGUNG,8.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012006.0,SRI BASUKI,BUM DESA SRIBASUKI SRI BASUKI,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012007.0,KALIWUNGU,BUM DESA BINA MANFAAT KALIWUNGU,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012010.0,SRI DADI,BUM DESA MITRA KARYA SRIDADI SRI DADI,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012011.0,SUKO SARI,BUM DESA SUKOSARI MAKMUR SUKO SARI,
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012012.0,SINAR SARI,BUM DESA SINAR MAJU SINAR SARI,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012013.0,PONCO WARNO,BUM DESA KARYA MANDIRI PONCO WARNO,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012014.0,SRI PURNOMO,BUM DESA JAYA MAKMUR SRI PURNOMO,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012015.0,SINAR REJO,BUM DESA SINARREJO JAYA SINAR REJO,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012016.0,AGUNG TIMUR,BUM DESA AGUNG TIMUR AGUNG TIMUR,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,KALIREJO,1802012017.0,KALISARI,BUM DESA BUMDES KALISARI KALI SARI,
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUN REJO,1802022005.0,BANGUN REJO,BUM DESA MAJU SENTOSA BANGUN REJO,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUNREJO,1802022008.0,TIMBUL REJO,BUM DESA MITRA BERSAMA TIMBUL REJO,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUN REJO,1802022011.0,SINAR LUAS,BUM DESA SINAR JAYA SINAR LUAS,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUN REJO,1802022012.0,TANJUNG PANDAN,BUM DESA RUKUN TANI JAYA TANJUNG PANDAN,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUNREJO,1802022014.0,SRI PENDOWO,BUM DESA PENDOWO JAYA SRI PENDOWO,
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUNREJO,1802022015.0,SUKOWARINGIN,BUM DESA TUNAS JAYA SUKOWARINGIN,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,BANGUNREJO,1802022017.0,SUKA NEGERI,BUM DESA BERKAH JAYA ABADI SUKA NEGERI,21.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032001.0,PURWOSARI,BUM DESA SUMBER MAKMUR PURWOSARI,
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032002.0,SENDANG AYU,BUM DESA MEGA ABADI SENDANG AYU,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032003.0,BANDAR SARI,BUM DESA MANDIRI BANDAR SARI,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032004.0,SURABAYA,BUM DESA BERKAH MANDIRI SURABAYA,
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032005.0,MARGOREJO,BUM DESA MANDIRI MARGOREJO,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032006.0,KOTA BARU,BUM DESA CIPTA INSAN SEJAHTERA KOTA BARU,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032007.0,KARANG TANJUNG,BUM DESA SUMBER REJEKI KARANG TANJUNG,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032008.0,KURIPAN,BUM DESA KURIPAN MANDIRI KURIPAN,5.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032009.0,SRI AGUNG,BUM DESA MAKAMUR JAYA SRI AGUNG,5.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032010.0,HADUYANG RATU,BUM DESA TIMBUL MAJU HADUYANG RATU,
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032011.0,PADANG RATU,BUM DESA MANDIRI PADANG RATU,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032018.0,KARANG SARI,BUM DESA HARAPAN JAYA KARANG SARI,5.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032019.0,MOJOKERTO,BUM DESA DEMPO MEKAR JAYA MOJOKERTO,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032020.0,SUMBER SARI,BUM DESA SUMBER MAKMUR SUMBER SARI,
18.0,LAMPUNG,LAMPUNG TENGAH,PADANG RATU,1802032021.0,PURWOREJO,BUM DESA MEKAR MAJU PURWOREJO,
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042001.0,TERBANGGI SUBING,BUM DESA SUBING MAKMUR TERBANGGI SUBING,
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042002.0,TERBANGGI AGUNG,BUM DESA PUTRA AGUNG TERBANGGI AGUNG,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042003.0,FAJAR BULAN,BUM DESA FAJAR SEJAHTERA FAJAR BULAN,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042004.0,KOMERING PUTIH,BUM DESA NYERUPA JAYA KOMERING PUTIH,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042009.0,BUYUT UDIK,BUM DESA LESTARI BUYUT UDIK,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042010.0,BUYUT ILIR,BUM DESA MAJU BERSAMA BUYUT ILIR,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042011.0,BANGUN REJO,BUM DESA SUMBER HARAPAN BANGUN REJO,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042012.0,WONO SARI,BUM DESA BUDI JAYA WONO SARI,6.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042013.0,PUTRA BUYUT,BUM DESA CAHAYA PB PUTRA BUYUT,6.0
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042014.0,GUNUNG SARI,BUM DESA MAJU JAYA GUNUNG SARI,
18.0,LAMPUNG,LAMPUNG TENGAH,GUNUNG SUGIH,1802042015.0,BUYUT UTARA,BUM DESA MEKAR SEJAHTERA BUYUT UTARA,1.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052001.0,DEPOK REJO,BUM DESA CITRO DIPO DEPOK REJO,4.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052002.0,LIMAN BENAWI,BUM DESA LIBEN BERLIAN LIMAN BENAWI,
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052005.0,NOTO HARJO,BUM DESA ADIKARI SATYA HARJA NOTO HARJO,
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052006.0,PURWO DADI,BUM DESA JOYO PERKOSO PURWODADI,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052008.0,TEMPURAN,BUM DESA HENDRO MULYO TEMPURAN,7.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052009.0,PURWO ADI,BUM DESA BERKAH MAKMUR PURWO ADI,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052010.0,PUJO DADI,BUM DESA BUMK PUBER PUJO DADI,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052011.0,PUJO KERTO,BUM DESA SEJAHTERA PUJO KERTO,
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052012.0,UNTORO,BUM DESA NGUDI LUHUR UNTORO,
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052013.0,PUJO ASRI,BUM DESA TRI TUNGGAL PUJO ASRI,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,TRIMURJO,1802052014.0,PUJO BASUKI,BUM DESA BERDIKARI PUJO BASUKI,2.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062001.0,NUNGGAL REJO,BUM DESA MANUNGGAL JAYA NUNGGAL REJO,9.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062002.0,BADRAN SARI,BUM DESA  SUMBER ABADI  BADRAN SARI,
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062003.0,SRI SAWAHAN,BUM DESA GEMILANG SRI SAWAHAN,5.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062004.0,TOTO KATON,BUM DESA KATON SEJAHTERA TOTO KATON,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062005.0,TANGGUL ANGIN,BUM DESA MAJU BERSAMA ABADI TANGGUL ANGIN,24.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062006.0,NGESTI RAHAYU,BUM DESA MITRA RAHAYU NGESTI RAHAYU,3.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062007.0,MOJOPAHIT,BUM DESA GAJAH MADA MOJOPAHIT,
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062008.0,ASTO MULYO,BUM DESA MAKMUR ABADI ASTO MULYO,20.0
18.0,LAMPUNG,LAMPUNG TENGAH,PUNGGUR,1802062009.0,SIDO MULYO,BUM DESA KARYA MANDIRI SIDO MULYO,7.0
18.0,LAMPUNG,LAMPUNG TENGAH,TERBANGGI BESAR,1802072001.0,ADI JAYA,BUM DESA BINA MASYARAKAT MADANI ADI JAYA,3.0
